Today's Date:	23 June 2012	Date of Test:	22 June 2012, 06:02:42 AM
Filename:	MB_U03_MZ02_V430	Tester Channel:	20
Procedure:	MB_Z02_LongTest.000	Description:	MB_SOC and ImpedanceCheck at 4.30V
MB_ImpedanceCheck
Rec#	Cyc#	Step	TestTime	StepTime	Amp-hr	Watt-hr	Amps	Volts	State	ES	DPt Time	ACImp/Ohms	DCIR/Ohms	VAR1	VAR2	VAR3	VAR4	VAR5	VAR6	VAR7	VAR8	VAR9	VAR10	VAR11	VAR12	VAR13	VAR14	VAR15	
66	1	5	  0d 01:03:0.0399999991059303	  0d 01:02:0.0399999991059303	0.00052	0.00193	0.00050	3.72595	D	1	06/22/2012 7:05:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
67	1	5	  0d 01:04:0.0399999991059303	  0d 01:03:0.0399999991059303	0.00053	0.00196	0.00050	3.72541	D	1	06/22/2012 7:06:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
68	1	5	  0d 01:05:0.0399999991059303	  0d 01:04:0.0399999991059303	0.00053	0.00199	0.00050	3.72503	D	1	06/22/2012 7:07:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
69	1	5	  0d 01:06:0.0399999991059303	  0d 01:05:0.0399999991059303	0.00054	0.00202	0.00050	3.72473	D	1	06/22/2012 7:08:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
70	1	5	  0d 01:07:0.0399999991059303	  0d 01:06:0.0399999991059303	0.00055	0.00205	0.00050	3.72435	D	1	06/22/2012 7:09:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
71	1	5	  0d 01:08:0.0399999991059303	  0d 01:07:0.0399999991059303	0.00056	0.00209	0.00050	3.72389	D	1	06/22/2012 7:10:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
72	1	5	  0d 01:09:0.0399999991059303	  0d 01:08:0.0399999991059303	0.00057	0.00212	0.00050	3.72358	D	1	06/22/2012 7:11:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
73	1	5	  0d 01:10:0.0399999991059303	  0d 01:09:0.0399999991059303	0.00058	0.00215	0.00050	3.72328	D	1	06/22/2012 7:12:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
74	1	5	  0d 01:11:0.0399999991059303	  0d 01:10:0.0399999991059303	0.00058	0.00218	0.00050	3.72290	D	1	06/22/2012 7:13:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
75	1	5	  0d 01:12:0.0399999991059303	  0d 01:11:0.0399999991059303	0.00059	0.00221	0.00050	3.72251	D	1	06/22/2012 7:14:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
76	1	5	  0d 01:13:0.0399999991059303	  0d 01:12:0.0399999991059303	0.00060	0.00224	0.00050	3.72221	D	1	06/22/2012 7:15:43 AM	1.26938	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
